ticker,name,sector,market_cap,price,pe_trailing,pe_forward,pb,ps,ev_ebitda,peg,fcf_yield,roe,roa,gross_margin,operating_margin,profit_margin,debt_to_equity,current_ratio,revenue_growth,earnings_growth,dividend_yield,held_by_insiders,short_ratio,valuation_score,quality_score,growth_score,composite_score
TFPM.TO,TRIPLE FLAG PRECIOUS METALS COR,Basic Materials,9086439424,43.98,21.246378,20.706945,3.1939793,20.03837,25.561,,0.005472963575660767,0.15925,0.08409,0.87709,0.6692,0.68676,0.064,6.311,0.787,1.472,0.71,0.014730001,9.79,0.24591102213324434,0.7306313471890813,0.8569071956279728,0.5072125619269965
GGD.TO,GOGOLD RESOURCES INC,Basic Materials,1395712128,3.22,21.466665,22.83688,2.1744924,14.353714,22.798,,0.022932290518865507,0.1141,0.0651,0.61794,0.60638,0.45103002,,9.291,0.723,2.8,,0.046129998,5.62,0.29265154042931824,0.6478167398646703,0.8928752150592045,0.5069929114261744
GE.NE,GE AEROSPACE CDR (CAD HEDGED),Industrials,409288441856,36.82,36.82,,1.4982978,9.3125925,4.613,,0.012632900339314097,0.42131,0.049289998,0.32459998,0.20598,0.18344,115.246,1.077,0.238,0.193,0.47,,0.03,0.4882660438215993,0.5010086339062374,0.5747039773302297,0.5056916403775171
TSU.TO,TRISURA GROUP LTD,Financial Services,1923514752,40.72,13.135485,11.084586,2.0287979,0.59972185,7.305,,-0.00895502567999021,0.17044,0.026500002,0.08,0.058280002,0.04697,23.385,15.381,0.009,0.283,,0.011729999,6.78,0.7542850628406185,0.20626851563670737,0.37306446715919445,0.505296181967036
AMZN.NE,AMAZON.COM CDR (CAD HEDGED),Consumer Cyclical,3822441988096,30.38,50.63333,,1.2322043,6.1639566,3.342,,0.014212969232022667,0.22558,0.07069,0.48406,0.109589994,0.080419995,61.175,1.089,0.11,0.521,,,,0.509815370926482,0.47094557987804175,0.5653071551462403,0.5045347116924916
DIR-UN.TO,DREAM INDUSTRIAL REIT,Real Estate,3943664640,13.71,21.761906,12.132744,0.8122519,7.2972856,20.373,,-0.053771655391062864,0.03876,0.025710002,0.77376,0.6923,0.34311,63.091,0.667,0.123,0.341,5.11,0.00191,5.41,0.4961975308641975,0.49178972000322757,0.5460479708531525,0.5021323630612012
MUX.TO,MCEWEN INC,Basic Materials,1862098560,31.17,19.24074,6.034412,2.3150513,7.893392,63.905,,0.011999566768366976,0.13091,-0.0018000001,0.36477003,0.14725,0.31404,19.651,1.136,1.074,,,0.14367,38.41,0.44868590813035264,0.39331823264285143,0.91701244813278,0.49955620271009127
CEU.TO,CES ENERGY SOLUTIONS CORP,Energy,3879774720,18.4,18.96907,14.787549,4.602301,1.5255322,,1.28,0.045256912236388815,0.25219,0.095690005,0.2384,0.08257,0.08292,55.706,2.746,0.078,0.258,1.06,0.02234,3.98,0.5128584424023022,0.477052137727519,0.47643457139965595,0.49486265511573113
CATR.NE,CATERPILLAR CDR (CAD HEDGED),Industrials,566355820544,62.97,43.13014,,1.0352255,8.757493,3.895,,0.01110498913202461,0.46283,0.08201,0.3012,0.17746,0.14339,201.046,1.384,0.095,-0.036,1.04,,0.05,0.5126098320542765,0.5212648845546449,0.3689505110818743,0.49409020228354505
AMAT.NE,APPLIED MATERIALS CDR (CAD HEDG,Technology,481561509888,48.71,50.739582,,1.3760045,16.97552,2.421,,0.007586258396875741,0.35508,0.15045999,0.48675,0.28441,0.24669,34.533,2.61,-0.035,0.133,0.71,,,0.46101657212768327,0.635609387788037,0.26821171946159295,0.49320332970889347
SRU-UN.TO,SMARTCENTRES REIT,Real Estate,4789661184,28.09,13.126167,14.045,0.77749175,5.100854,18.922,2.49,0.06323957298103532,0.07119,0.02814,0.62463003,0.55644,0.38873002,82.388,0.13,0.017,,6.59,0.11111,10.42,0.4994565653093918,0.596503210337633,0.22821576763485477,0.49273677141809563
OR.TO,OR ROYALTIES INC,Basic Materials,9389793280,50.08,27.217392,21.506737,4.753739,28.866268,31.9,,0.008767565115128923,0.18908001,0.10276,0.96668,0.85406995,0.78094,0.315,4.106,0.873,1.844,0.63,0.00067000004,3.46,0.1658177065954844,0.7778037140782238,0.8892318591235705,0.48852493209365605
WELL.TO,WELL HEALTH TECHNOLOGIES CORP,Healthcare,1008843584,3.95,35.909092,11.681207,1.1617647,0.6842851,10.286,,-0.02676529883149854,0.0419,0.031489998,0.45075,0.039,0.0182,75.675,0.827,0.252,,,0.21040002,7.37,0.6411698365031698,0.16763207340549388,0.7136929460580913,0.48631008585222146
COST.TO,COSTCO CDR (CAD HEDGED),Consumer Defensive,613926109184,46.91,52.707867,,0.9195759,2.1446075,1.511,5.13,0.01089768795937432,0.29650998,0.08718,0.12926,0.036730003,0.029860001,60.257,1.058,0.215,0.455,0.51,,0.17,0.5349821835201952,0.35016599232285506,0.6385386094524845,0.48582998049096954
NWC.TO,THE NORTH WEST COMPANY INC,Consumer Defensive,2424024576,51.1,17.804878,12.673862,3.0447474,0.9329598,9.176,2.0,0.04777267076684952,0.18043,0.08821,0.33911,0.08758,0.05369,53.346,2.105,0.001,-0.08,3.21,0.00093000004,4.87,0.576783184604822,0.4648159675392791,0.21116283776945655,0.4827516066065772
IGM.TO,IGM FINANCIAL INC.,Financial Services,18047782912,77.64,15.975308,13.767495,2.041063,4.0659504,10.486,3.23,-0.11947140867736962,0.1359,0.054530002,0.41494998,0.36832002,0.25931,28.286,6.43,0.129,0.224,3.19,0.67678,8.36,0.48932363998640804,0.4518161173934594,0.5282461289343183,0.48203438042106256
CVE.TO,CENOVUS ENERGY INC.,Energy,79086968832,42.41,16.896414,12.178767,2.4408634,1.6221969,8.477,15.91,0.046384064203959095,0.14832,0.05667,0.24870001,0.18501,0.09519,42.271,1.566,-0.071,0.78,2.07,0.28871,1.51,0.5375284731961146,0.44587382278014087,0.3777148061937051,0.4814772955001624
TOU.TO,TOURMALINE OIL CORP,Energy,26210654208,67.5,37.29282,13.468243,1.6925353,5.6435714,,0.45,-0.04060142900497266,0.04499,0.01893,0.46071997,0.65045,0.15235,7.135,0.878,0.041,2.018,2.96,0.04876,5.67,0.5244404220427612,0.3676038316561192,0.59571905677563,0.4802394106173668
CCL-B.TO,"CCL INDUSTRIES INC., CL. B, NV",Consumer Cyclical,14872363008,86.54,18.936543,16.136492,2.6581075,1.9275454,10.429,,0.06634453660586712,0.14453,0.06944,0.29931,0.1525,0.10366999,42.35,1.388,0.028,0.007,1.66,0.11684,4.57,0.5290657323990657,0.48734308538230114,0.2982694059305738,0.47984335697292435
CM.TO,CANADIAN IMPERIAL BANK OF COMME,Financial Services,141126467584,153.34,16.006264,13.909462,2.2181077,5.05594,,1.79,0.0,0.14748,0.00847,0.0,0.44713002,0.33528998,,,0.167,0.466,2.79,0.00022,8.05,0.501402240168322,0.39336434162142225,0.6036332355024795,0.47892362497703067
DFY.TO,DEFINITY FINANCIAL CORPORATION,Financial Services,8163855360,67.91,20.959877,15.067539,2.0056705,1.5279249,13.262,,0.46070452673968,0.101,0.040689997,0.30494,0.08269,0.07301,40.973,0.327,0.571,-0.342,1.27,0.00493,4.06,0.5470378155933712,0.388162672476398,0.4618813885234288,0.47865805144193924
NVDA.NE,NVIDIA CDR (CAD HEDGED),Technology,7609486671872,50.66,80.4127,,29.048166,79.01281,13.274,,0.004432082692340552,1.23767,0.55258,0.75975996,0.62057,0.55041003,17.221,4.269,1.224,1.68,0.03,,,0.1027277277277277,0.8264458046593123,0.9043720271227609,0.4762756995630373
JWEL.TO,JAMIESON WELLNESS INC,Consumer Defensive,1415779072,34.13,19.728325,13.667527,2.8748317,1.6738083,13.605,,0.00011018668313808781,0.14362,0.06671,0.41639,0.08343001,0.08712,88.451,3.583,0.163,,2.7,0.0025600002,6.69,0.5169897675453231,0.37474495971228,0.5767634854771784,0.4761701424935363
GIL.TO,GILDAN ACTIVEWEAR INC.,Consumer Cyclical,14390412288,77.71,33.068085,10.500638,3.0825572,3.532683,20.295,0.48,-0.07500549521434254,0.105629995,0.07007,0.32601002,0.13328,0.06098,149.31,2.346,0.638,,1.75,0.0057599996,4.97,0.4856509642474555,0.30635381724706345,0.8340248962655602,0.475153052600034
AAPL.TO,APPLE CDR (CAD HEDGED),Technology,5823859785728,42.52,34.85246,,85.15198,12.900571,4.005,2.52,0.017358032316597636,1.4147099,0.26229,0.47862,0.32275,0.27152002,79.548,1.07,0.166,0.218,0.35,,0.62,0.2962750553393828,0.698130280918952,0.5493016901123369,0.47487837950817513
COST.NE,COSTCO CDR (CAD HEDGED),Consumer Defensive,643066757120,46.92,55.199997,,0.8801681,2.5272515,1.658,,0.0069471792508881604,0.30267,0.0836,0.12613,0.03817,0.02895,42.118,0.966,0.01,0.088,0.46,,,0.6230258035813592,0.33846295719934066,0.29934723206153224,0.47487702161967865
TECK-B.TO,TECK RESOURCES LIMITED CL B,Basic Materials,41291546624,84.34,22.371351,20.84641,1.6416225,3.3275483,9.168,5.44,0.0,0.0592,,0.30913,0.39843,0.14909,36.94,,0.722,1.288,0.59,0.02796,3.54,0.4376400390922808,0.355268527163952,0.8261663799210606,0.4670889610416827
SIS.TO,SAVARIA CORP.,Industrials,2012004992,27.99,25.445454,18.058065,3.1305223,2.1661482,12.805,,0.059337141048206705,0.12617,0.07511,0.39004,0.13998,0.08502,31.422,1.711,0.07,0.824,2.0,0.17870001,4.27,0.43234312089867644,0.47419626286728683,0.5378858415140167,0.46282312867999115
MTL.TO,MULLEN GROUP LTD.,Industrials,2071690112,21.6,21.176472,15.358908,1.8081366,0.94849133,9.602,2.29,0.07336534316576397,0.087510005,0.053319998,0.30014,0.06954,0.04323,91.654,2.075,0.102,0.0,3.89,0.06379,5.66,0.557413550420373,0.3445118788256043,0.4031676955773707,0.4597610871357536
BMO.TO,BANK OF MONTREAL,Financial Services,147990888448,209.94,17.480433,13.073312,1.7617294,4.4202776,,1.56,0.0,0.10471,0.0062,0.0,0.39866,0.27076,,,0.1,0.198,3.18,0.00031,2.72,0.5507968687149973,0.3239415107606829,0.4727355530816719,0.4596882960859885
L.TO,LOBLAW CO,Consumer Defensive,70601457664,60.66,27.447964,21.105885,1.9307404,1.0948848,6.569,5.42,0.05856996624176669,0.24492,0.07105,0.3132,0.06966,0.04277,151.434,1.091,0.042,0.21,1.02,0.54568,3.94,0.4843717060140062,0.4525855609733605,0.39395304119016294,0.4596837555262037
CNQ.TO,CDN NATURAL RES,Energy,137823715328,66.08,11.821109,13.008206,3.0875618,3.5675125,10.59,3.42,0.03874968022223247,0.22825001,0.050419997,0.48668,0.21776,0.25134,44.85,0.984,-0.012,-0.453,3.78,0.02174,1.57,0.4866007409525928,0.567589998962548,0.11584353810343083,0.45933340082870283
STN.TO,STANTEC INC,Industrials,12135586816,106.39,24.799534,15.488223,3.7450716,1.8287227,14.664,1.39,0.06090970195404517,0.15281,0.06628,0.54243,0.10913,0.073850006,76.672,1.346,0.091,0.105,0.88,0.00071999995,6.41,0.43895786067326026,0.49965994628304,0.427542758830078,0.4584913253602058
TNZ.TO,TENAZ ENERGY CORP,Energy,1934805760,58.97,8.762259,393.13333,4.27908,4.8491006,46.244,,-0.15860248007531258,1.00843,-0.053439997,0.58637,-1.30941,0.5259,114.55,0.691,7.051,,,0.14287,1.89,0.30746301857412967,0.4389142488271029,1.0,0.4573514963765508
WN.TO,WESTON GEORGE,Consumer Defensive,35905863680,95.23,35.27037,17.626144,8.847905,0.5515833,9.204,1.29,0.13618945127126378,0.19379999,0.06949,0.31967,0.07849,0.0179,163.632,1.114,0.042,0.308,1.35,0.6088,2.73,0.4612716378310921,0.4569687957487522,0.4280993826535776,0.45478980482564596
SLF.TO,SUN LIFE FINANCIAL INC.,Financial Services,54870933504,99.03,18.441341,11.641084,2.3856325,1.5723683,-7.29,1.18,-0.07602158078276386,0.119720004,0.00754,0.40144002,0.08493,0.08849,54.114,48.176,0.002,-0.484,3.72,0.00064000004,8.49,0.69537249376918,0.2409539947666309,0.1362260904766724,0.4524540586244117
BNT.TO,BROOKFIELD WEALTH SOLUTIONS LTD,Financial Services,17181300736,62.62,16.654255,,0.91459197,1.609791,9.728,,0.519511027549713,0.03632,0.00737,0.2912,-0.16304001,0.045250002,51.619,2.617,-0.367,,0.61,0.23912,3.74,0.7198865532198866,0.2561901303731369,0.016597510373443983,0.45209944879655783
SMCI.NE,SUPERMICRO CDR (CAD HEDGED),Technology,25437114368,10.11,22.977272,,0.67098767,1.2082661,6.916,,-5.9593041021468113e-05,0.12787,0.04587,0.10078,0.03632,0.03766,79.184,5.394,-0.155,-0.616,,,,0.7483733733733735,0.20168355408006824,0.04794049185305131,0.45196700439266835
CSU.TO,CONSTELLATION SOFTWARE INC.,Technology,55359483904,2612.34,54.3445,14.103969,10.399133,4.5563364,24.188,0.45,0.049702414798003386,0.19685,0.08007,0.37407002,0.13769001,0.06115,120.655,0.912,0.199,1.699,0.21,0.021189999,3.38,0.3259713263806831,0.49912392940715383,0.7574334581520089,0.45129405720564675
FNV.TO,FRANCO-NEVADA CORPORATION,Basic Materials,59790999552,310.03,31.86331,22.146585,5.7222776,28.639652,30.861,9.18,-0.013847402154231175,0.19041,0.13019,0.91823995,0.79260004,0.65666,,6.155,0.777,1.231,0.78,0.0061799996,3.16,0.1292816061675711,0.7499279547209831,0.8255642141483656,0.4509502193583844
BAM.TO,BROOKFIELD ASSET MANAGEMENT LTD,Financial Services,105355976704,65.98,30.831776,21.990116,10.167766,20.763891,34.548,1.35,0.027694204992256725,0.22388001,0.12001,0.71048,0.64499,0.49685,26.373,1.126,0.238,0.056,4.15,0.03568,6.67,0.19747393243981937,0.7788354024737467,0.5295820261107176,0.45076666100232865
QSR.TO,RESTAURANT BRANDS INTERNATIONAL,Consumer Cyclical,47618752512,104.35,24.495304,17.226948,7.1476717,4.9659767,18.265,0.94,0.034650214735973975,0.28136,0.06436,0.33914003,0.25882998,0.099589996,296.409,0.989,0.073,1.0,3.39,0.01339,7.66,0.3654377867145899,0.5175415845350485,0.5731960327902035,0.4498378528630924
EQB.TO,EQB INC,Financial Services,4211011584,115.0,19.198666,9.1679125,1.3406857,3.870134,,,0.0,0.07488,0.00448,0.0,0.40835997,0.21792,,,-0.119,-0.238,1.95,0.32196,17.36,0.6586265432098766,0.2891292319396895,0.11026211921870256,0.44704782066663495
X.TO,TMX GROUP LIMITED,Financial Services,14828915712,53.7,28.115185,20.694597,3.139984,8.30147,16.439,,0.03594665950988177,0.11925,0.00959,0.92722,0.50123,0.29917,42.565,1.003,0.165,1.105,1.71,0.01169,5.21,0.2754617951284618,0.592177611785455,0.673018925209999,0.44594590047064
NA.TO,NATIONAL BANK OF CANADA,Financial Services,79864070144,204.62,19.731918,14.490875,2.5142534,5.936084,,1.36,0.0,0.14339,0.00784,0.0,0.44889,0.31768,,,0.246,0.108,2.42,0.00112,3.95,0.45416098889198303,0.3857477147237496,0.5589768242080762,0.4459387182305153
EXE.TO,EXTENDICARE INC,Healthcare,3159467264,33.32,24.5,20.71714,8.429041,1.8044014,18.959,,0.03220993904876237,0.47208,0.10792,0.14599,0.09191,0.06988,82.551,1.442,0.242,1.398,1.53,0.0047999998,2.42,0.33049660771882994,0.4708562437320607,0.7583038154032993,0.4437935614761311
SOIL.TO,SATURN OIL AND GAS INC,Energy,1315846912,7.3,73.0,4.4512196,1.4196811,1.8545436,5.543,,0.13354326737972388,0.03852,0.02547,0.55749,-1.49605,0.045700002,94.54,0.431,-0.718,,,0.01232,3.77,0.6514797019241463,0.3298953326186442,0.004149377593360996,0.4418256240176027
VLE.TO,VALEURA ENERGY INC,Energy,1438517504,13.55,46.72414,12.7497015,1.9152739,2.4115078,3.641,,0.07263910498790845,0.042519998,0.09503999,0.67862,-0.0021600001,0.03817,17.042,2.115,-0.307,,,0.17951,2.5,0.5726718941163386,0.4341938421459119,0.02074688796680498,0.44141582500425913
BBD-B.TO,"BOMBARDIER INC., CL. B, SV",Industrials,25822433280,261.75,20.119139,19.198576,-14.917419,2.6820142,23.068,1.72,0.03656220084926094,,0.05224,0.20015,0.10819,0.097320005,,1.155,0.051,0.216,,0.016280001,5.2,0.5054458343054835,0.35811633295293427,0.42012448132780084,0.44108230588543884
HWX.TO,HEADWATER EXPLORATION INC,Energy,3162246400,13.3,22.931036,23.130436,4.1745133,6.0500274,10.178,,0.017996977085656576,0.1874,0.11343,0.7403,0.30712,0.26549998,0.271,0.98,0.059,-0.288,3.61,0.04602,6.94,0.33389378267156045,0.6619635508524399,0.25330432142495696,0.43662978234787775
RCH.TO,RICHELIEU HARDWARE LTD,Industrials,2134645504,38.82,24.884617,18.54169,2.2204428,1.0748981,14.012,0.85,0.08810941566061548,0.095240004,0.05886,0.108109996,0.051209997,0.04349,28.98,3.206,0.05,0.04,1.61,0.07737,10.65,0.5396110298546946,0.3276532835356365,0.3415848598320008,0.4357218931396202
CNR.TO,CANADIAN NATIONAL RAILWAY CO.,Industrials,93361807360,153.91,20.277998,17.621494,4.359563,5.4028826,12.845,2.51,0.027832581325040878,0.21846001,0.075619996,0.56661,0.38411,0.27228,105.664,0.668,-0.005,0.011,2.38,0.02668,2.12,0.34540932815299286,0.6431280331062466,0.24365448841210405,0.43434764892549826
SII.TO,SPROTT INC.,Financial Services,4570478080,177.27,39.393333,26.276821,8.788456,11.8814945,36.137,2.46,0.047732179474756394,0.22884001,0.17011999,0.3744,0.29387,0.21993999,,3.187,2.297,1.457,1.23,0.17241,4.71,0.13322760033773678,0.651024195686505,0.9063353911547414,0.43042257733235634
KXS.TO,KINAXIS INC,Technology,3794480896,138.89,34.46402,19.44315,7.155616,6.533085,32.164,,0.0417187479232996,0.20973,0.08899,0.65727997,0.24344,0.14498,12.153,1.717,0.247,0.891,,0.0013,3.42,0.19179334890446004,0.6378860186049728,0.7084303208177309,0.4254213290866301
ALS.TO,ALTIUS MINERALS CORPORATION,Basic Materials,2945379840,52.84,8.440894,47.10833,1.9435046,58.506824,75.606,,0.0,,,0.87641996,0.07536,0.62811,6.515,2.601,0.757,-0.615,0.76,0.16296,5.38,0.31279768657546436,0.565843621399177,0.46739196437607533,0.4245529054338554
FTT.TO,FINNING INTL,Industrials,13348921344,102.24,26.215384,19.161064,4.7990985,1.2543621,14.112,0.49,0.024402721958236447,0.18585,0.064840004,0.2306,0.08116999,0.06343,91.241,1.61,0.021,0.196,1.21,0.00052,2.81,0.4738295640391157,0.37713398116448227,0.3520392672806396,0.4217175655192226
EIF.TO,EXCHANGE INCOME CORPORATION,Industrials,6012255232,106.74,30.760805,20.99049,3.3995795,1.7297461,11.445,,-0.011327944901192112,0.11579,0.04761,0.36233002,0.06882,0.05415,140.657,1.644,0.297,2.5,2.59,0.05559,2.75,0.40800133466800126,0.2673398577538011,0.8274668555814189,0.4216896458850438
MRU.TO,METRO INC,Consumer Defensive,18773037056,89.0,18.976545,15.981899,3.7750254,0.8465704,14.475,3.17,0.044786973865333,0.1392,0.062459998,0.19747,0.06796,0.044359997,80.689,1.418,,,1.83,0.00159,2.68,0.4438280148708999,0.3553100252446657,,0.4212725162710829
T.TO,TELUS CORPORATION,Communication Services,26215049216,16.79,27.983334,16.974857,1.648341,1.2903012,11.031,0.99,0.09012476019148588,0.0374,0.03304,0.34764,0.14031,0.045679998,190.139,0.669,-0.006,-0.585,9.97,0.00057,5.96,0.5714439223406086,0.33909983746585054,0.11127416253415645,0.42109802866347545
BBD-A.TO,"BOMBARDIER INC., CL. A, MV",Industrials,25913194496,262.67,20.205385,29.865833,-14.915602,2.691441,23.139,1.72,0.036434141384835306,,0.05224,0.20015,0.10819,0.097320005,,1.155,0.051,0.216,,0.82663,1.14,0.4643041370526751,0.35729328768544455,0.42012448132780084,0.42022339141541326
CIGI.TO,COLLIERS INTERNATIONAL GROUP IN,Real Estate,6478431232,126.77,56.84753,10.917249,3.1102333,1.1304656,15.126,1.21,0.03552304929367196,0.08528,0.03945,0.40088,0.03874,0.01454,94.229,1.227,0.151,,0.32,0.11031,3.47,0.4857184182232915,0.2630315500685871,0.5643153526970954,0.4195675545402155
AAPL.NE,APPLE CDR (CAD HEDGED),Technology,6266601603072,42.57,43.886597,,11.30077,16.02568,4.299,,0.01768837532254505,1.5741299,0.21464,0.46206,0.31171,0.23971,209.059,0.867,0.061,-0.341,0.42,,,0.2850489378267156,0.6843408145151065,0.24562291266066189,0.4188871908927444
RY.TO,ROYAL BANK OF CANADA,Financial Services,351328468992,252.5,17.330132,14.480677,2.7410197,5.5393615,,2.29,0.0,0.15395,0.00927,0.0,0.46194,0.33137,,,0.075,0.138,2.6,0.00027000002,1.62,0.4232880967851728,0.40239593779898786,0.4221030260095132,0.4157980805236592
EFX.TO,ENERFLEX LTD,Energy,4680047104,38.34,41.225807,13.41967,2.9844193,1.7979435,12.392,,0.029994357937129002,0.074939996,0.07038,0.23127002,0.11301,0.031889997,54.474,1.205,0.058,0.842,0.44,0.00457,8.15,0.45204104104104104,0.3141087710804486,0.5258020443274972,0.4148288970478021
VNP.TO,5N PLUS INC.,Basic Materials,3600110848,40.03,44.977528,32.42345,12.096996,8.570325,35.747,0.42,0.013273341299073245,0.3191,0.12089,0.30538,0.24024999,0.13987,68.965,2.694,0.326,0.849,,0.03691,6.41,0.22234767975996048,0.5502299685306221,0.7274111931990689,0.4128660078455583
EMA.TO,EMERA INCORPORATED,Utilities,21777020928,71.19,21.770643,19.586319,1.7049047,2.4432874,13.124,1.19,-0.09466974233143374,0.07665,0.02854,0.43689,0.33523,0.12005,168.664,1.066,0.051,-0.056,4.11,0.0029300002,2.62,0.5125687223006912,0.3160972207813167,0.3042708227912155,0.4125590118424887
AQN.TO,ALGONQUIN POWER AND UTILITIES C,Utilities,6111035392,7.94,22.055555,14.335106,0.993123,2.4119968,14.396,1.3,-0.044888058144632,0.02671,0.02317,0.36876,0.22627,0.06718,133.219,1.047,0.144,-0.107,4.46,0.0004,6.59,0.5504593161805638,0.22271213011953753,0.38117599433255744,0.4103553027820036
MFI.TO,MAPLE LEAF FOODS,Consumer Defensive,3484041984,28.0,49.122807,15.133008,2.6367831,0.87784654,9.512,1.88,0.1813616170246472,0.05072,0.04743,0.1736,0.08,0.13559,91.78,1.345,0.062,-0.101,3.04,0.39604,5.07,0.4730342693013258,0.3664828071146154,0.2989171136524643,0.4096236841886479
DSG.TO,DESCARTES SYS,Technology,8004961792,93.16,36.39063,20.922571,3.623241,10.980864,24.927,1.45,0.029512819441074978,0.10904,0.07776,0.77083,0.31202,0.22465,0.517,2.16,0.151,0.21,,0.00061,5.06,0.23701020917882518,0.6028662493804106,0.523621090982694,0.40805145551996036
SAP.TO,SAPUTO INC.,Consumer Defensive,16076435456,39.67,25.429487,17.807924,2.415956,0.84644,11.858,0.51,0.06979159049721127,0.0941,0.051119998,0.09182,0.06874,0.03391,52.506,1.638,-0.021,,1.99,0.41481,5.2,0.5709858452158647,0.29442888266417677,0.12448132780082988,0.4072152307105187
PSI.TO,PASON SYSTEMS INC.,Energy,1087920896,14.03,23.383331,13.960198,2.2632682,2.6629872,7.904,2.24,0.0,0.09127,,0.5843,0.17339,0.11305001,5.915,2.109,-0.095,-0.32,3.71,0.0014599999,5.78,0.5064194638804776,0.3935954628765086,0.10112336808015383,0.4061366491590399
ACO-X.TO,"ATCO LTD., CL.I, NV",Utilities,6980852736,69.14,49.74101,13.55285,1.6755931,1.353403,11.681,1.14,-0.058320237855824034,0.03024,0.015570001,0.61148,0.28401,0.03063,152.241,1.658,0.011,0.047,2.96,0.00685,3.22,0.5398150336356965,0.26109209115745063,0.2914836555004554,0.4050122970480243
BDI.TO,BLACK DIAMOND GROUP LTD,Industrials,1150522624,16.77,34.22449,17.378239,2.8294246,2.3738217,13.23,0.34,-0.02585401049879746,0.09538999,0.04612,0.43785998,0.096149996,0.065359995,92.781,1.454,0.271,-0.563,1.01,0.31377,1.57,0.4897960589383592,0.27646655369966916,0.40002024086630905,0.40166435939401013
ATH.TO,ATHABASCA OIL CORP,Energy,6006439936,12.41,27.577778,13.562841,3.2495418,4.487334,13.367,,0.008840823610293737,0.11431,0.07547,0.4421,0.14963001,0.16389999,10.872,1.743,0.081,-0.313,,0.01312,9.05,0.3965117339561784,0.45204666228631374,0.28613500657828156,0.39939244976504124
VMET.TO,VERSAMET ROYALTIES CORPORATION,Basic Materials,1666841088,15.35,52.931038,23.641472,4.454601,47.95147,39.81,,-0.08748479327142672,0.09132,0.07474,0.56543,1.3558,0.58491004,73.09,0.737,4.652,,,0.66741997,1.91,0.09125214102991881,0.5839154591877903,0.995850622406639,0.39937407459168184
BEI-UN.TO,BOARDWALK REAL ESTATE INVESTMEN,Real Estate,3292586496,63.36,69.62637,13.480852,0.6270784,5.1656604,18.38,1.41,0.03326529830972131,0.011820001,0.02546,0.65559,0.53419995,0.09038,80.698,0.362,0.009,,2.7,0.1733,5.32,0.4296109859511419,0.43666067249945245,0.2095435684647303,0.39906826362008885
EMP-A.TO,EMPIRE COMPANY LIMITED,Consumer Defensive,10634298368,46.92,70.02985,13.115414,2.1737318,0.3338031,7.736,2.07,0.10797138619460635,0.03845,0.04823,0.27306,0.03803,0.0049900003,156.707,0.801,0.023,,1.88,0.02884,5.12,0.5243334012096196,0.2751466841880785,0.25311203319502074,0.39643484504989035
SOBO.TO,SOUTH BOW CORPORATION,Energy,10689961984,51.25,18.501804,18.848396,2.869023,5.4016986,16.615,,0.02585135629234432,0.16043,0.03937,0.48257,0.32587,0.21324,217.061,1.508,-0.014,-0.12,5.32,0.00082,7.54,0.37547102658213766,0.5131842860601029,0.17126809027426373,0.39304022695324436
CLS.TO,CELESTICA INC,Technology,56892137472,494.83,43.674316,23.951353,19.716066,4.125818,41.626,1.0,0.01136998110359906,0.52454,0.10663,0.12019,0.066199996,0.069520004,44.881,1.259,0.528,1.473,,0.0110599995,2.09,0.24163350066858838,0.4256319811875367,0.8178524440846068,0.39246581036262307
SDE.TO,SPARTAN DELTA CORP,Energy,2850961920,14.07,45.387096,14.65625,4.3493047,6.7107353,12.62,,-0.05654060788016418,0.10204001,0.04779,0.65346,-0.10083,0.14487,39.96,0.584,0.669,,,0.11226,9.27,0.2949059059059059,0.3349529112056345,0.8506224066390041,0.3922798328707756
WMT.NE,WALMART CDR (CAD HEDGED),Consumer Defensive,1448514289664,55.12,44.096,,3.3184946,2.0602968,10.526,,0.00716095823839341,0.23661,0.06539,0.24906999,0.0373,0.03259,66.747,0.803,0.058,0.352,0.83,,2.24,0.4092425759092426,0.32466772717317377,0.4648264345713996,0.3879789576509421
MAL.TO,MAGELLAN AERO,Industrials,1532001920,26.84,33.97468,16.670807,1.8179356,1.4332697,12.897,2.21,0.004805721783951811,0.054279998,0.04358,0.14191,0.081499994,0.042179998,11.414,2.511,0.093,0.53,0.75,0.79388,1.04,0.47139086594252283,0.19221392260607947,0.5449246027729987,0.3847089962993391
KEL.TO,KELT EXPLORATION LTD,Energy,2021980032,10.0,45.454544,12.195122,1.7599436,4.1015124,7.968,,-0.03410969787460295,0.04006,0.02866,0.55692,0.02903,0.0908,12.86,0.524,0.204,-0.963,,0.15871,3.46,0.5091903014125236,0.22651612085163284,0.3326788786560065,0.38377762480273425
TRI.TO,THOMSON REUTERS CORPORATION,Industrials,49791619072,114.06,23.962183,16.552094,3.1206338,6.4976664,23.964,6.23,0.033697939036160855,0.12734,0.06939,0.39462003,0.30331,0.19927,22.85,0.604,0.098,0.056,3.13,0.69415003,2.4,0.2713984082941198,0.5234348883586356,0.4185861754883109,0.381689341395829
FSV.TO,FIRSTSERVICE CORPORATION,Real Estate,8209583104,178.54,36.66119,19.248674,4.3048754,1.4755455,18.401,,0.042094325573197824,0.112349994,0.05085,0.33565,0.03657,0.029159999,71.663,1.742,0.053,6.264,0.93,0.08948,4.85,0.3426310755199644,0.30913476501711795,0.6596397125796984,0.37845866240292825
