ticker,name,sector,market_cap,price,pe_trailing,pe_forward,pb,ps,ev_ebitda,peg,fcf_yield,roe,roa,gross_margin,operating_margin,profit_margin,debt_to_equity,current_ratio,revenue_growth,earnings_growth,dividend_yield,held_by_insiders,short_ratio,valuation_score,quality_score,growth_score,composite_score
TIH.TO,TOROMONT IND,Industrials,18254534656,223.89,35.594593,27.076677,5.439504,3.4176285,17.678,1.32,0.030511479722488084,0.16271,0.083620004,0.26135,0.11647,0.09639,25.188,3.166,0.127,0.242,0.96,0.00067000004,4.63,0.2903151348229321,0.4384646862860371,0.5310494889181256,0.3782776309492979
LB.TO,LAURENTIAN BANK,Financial Services,1800910080,40.28,26.853333,12.793515,0.66703093,1.9506688,,1.88,0.0,0.02841,0.00164,0.0,0.1229,0.08748999,,,0.003,,4.67,0.00082,8.02,0.5952225935208391,0.14660637917718528,0.19294605809128632,0.37786543818612733
FRU.TO,FREEHOLD ROYALTIES LTD.,Energy,2920133376,17.81,32.98148,22.687897,2.93217,9.726872,,,0.050432627910212274,0.08583,0.066300005,0.96096003,0.51509,0.2984,30.446,1.733,-0.145,-0.077,6.06,0.005,7.54,0.2424537037037037,0.666574448709525,0.145137131869244,0.3762984786805722
ATZ.TO,ARITZIA INC,Consumer Cyclical,15990961152,139.59,43.621872,24.65074,11.750989,4.3193736,25.952,,0.027910845618193396,0.311,0.11715,0.44875,0.15425,0.103140004,73.163,1.432,0.326,0.328,,0.00113,7.11,0.1615739072405739,0.5583307397032887,0.6566794858819958,0.3747046353987374
ATD.TO,ALIMENTATION COUCHE-TARD INC,Consumer Cyclical,72044331008,78.46,19.813131,17.636007,3.617949,0.9830142,14.006,1.52,0.029238074315189287,0.1816,0.06449,0.18951,0.09246001,0.03711,75.868,0.948,-0.221,,1.05,0.19079,3.37,0.4830717706010104,0.3585434173669468,0.029045643153526972,0.3713829278519656
FTS.TO,FORTIS INC,Utilities,38312259584,75.25,22.19764,19.426624,1.720708,3.1313658,13.634,2.88,-0.06918151330095143,0.0746,0.02955,0.45509,0.28798,0.14728,133.697,0.486,0.019,-0.012,3.37,0.0020299999,5.01,0.42453680706604685,0.3270567486253761,0.270878453597814,0.36737003359157716
CP.TO,CANADIAN PACIFIC KANSAS CITY LI,Industrials,103865155584,117.0,26.116072,19.876427,2.2481842,6.931738,15.955,2.24,0.018324240090900973,0.08428001,0.04298,0.53851,0.37557,0.27209,51.291,0.672,-0.025,-0.031,0.81,0.00044,3.49,0.3305714862732407,0.48605491579347787,0.2005920453395405,0.36549377046526865
TVK.TO,TERRAVEST INDUSTRIES INC,Energy,2878776064,132.75,40.59633,22.348484,3.9869652,1.7176151,14.684,0.59,0.020366424722364232,0.13008,0.03836,0.25775,0.07725,0.04354,136.046,1.492,0.421,-0.676,0.6,0.25919,6.92,0.40214504117038236,0.28990155733075124,0.41235704888169217,0.36439162298320793
WSP.TO,WSP GLOBAL INC,Industrials,26099152896,193.59,26.374659,14.635751,2.651627,1.4148335,15.537,16.44,0.06542884785589019,0.10462,0.050869998,0.21258,0.09122,0.052270003,87.041,1.189,0.037,-0.028,0.77,0.00055,2.59,0.3964196513416786,0.3494714758331316,0.28949499038558846,0.36394909077027365
PPL.TO,PEMBINA PIPELINE CORPORATION,Energy,39159648256,67.35,25.319548,21.69117,2.5790763,5.15123,16.115,2.2,0.035798966702547085,0.09806,0.04283,0.38727,0.33951,0.22231,82.348,0.833,-0.077,0.002,4.25,0.00042,4.8,0.3315749667796452,0.4656805108874826,0.20039469689302702,0.3588348667343956
PBH.TO,PREMIUM BRANDS HOLDINGS CORPORA,Consumer Defensive,4507437568,86.7,98.52273,11.368807,1.9502866,0.57184297,16.603,,-0.06965155063463321,0.01988,0.03352,0.18507,0.04237,0.00518,163.298,1.281,0.246,-0.034,3.92,0.04812,5.35,0.507108552997442,0.08795575843506127,0.4906841412812469,0.35794141314317945
TPZ.TO,TOPAZ ENERGY CORP,Energy,5131620352,33.15,38.10345,26.733871,3.3573022,33.26281,,,0.0,,,0.96469,0.5265,0.15047,35.875,7.008,0.026,0.222,4.22,0.16906999,8.93,0.1541872427983539,0.6234567901234568,0.3868029551664811,0.353323941217359
RBA.TO,RB GLOBAL INC,Industrials,26160244736,140.42,47.6,20.7796,3.4181046,5.5463023,23.712,0.87,0.02604237899435529,0.07576,0.040510003,0.4642,0.17973,0.09551,72.778,1.138,0.114,0.2,1.21,0.00235,12.47,0.2951786574934723,0.37478530506852953,0.49177208784535975,0.35252999869752544
BN.TO,BROOKFIELD CORPORATION,Financial Services,140223250432,62.68,89.54286,,3.6366181,1.7724426,16.143,1.27,-0.015822981888983973,0.02503,0.02642,0.32272997,0.28922,0.01689,161.473,0.892,0.079,1.588,0.61,0.17362,2.19,0.3694608560105636,0.20223686182291845,0.6366815099686266,0.35101555613859725
PSK.TO,PRAIRIESKY ROYALTY LTD,Energy,8103787520,34.87,40.54651,32.487675,3.19147,18.141455,,,0.032657568988185906,0.078200005,0.054380003,0.99037004,0.63485,0.45310003,9.362,0.831,-0.012,-0.022,3.04,0.00644,6.28,0.15814814814814815,0.6620413597537781,0.21828256249367473,0.3435309343619476
SCR.TO,STRATHCONA RESOURCES LTD,Energy,10388285440,48.49,41.093224,12.884866,2.3919694,2.8167803,,,-0.0019252455196302346,0.04897,0.02434,0.42326,0.15726,0.20174,50.347,0.393,-0.075,-0.811,2.47,0.042740002,2.22,0.45717078189300414,0.2998034604788417,0.058566946665317275,0.34230164411389424
TRP.TO,TC ENERGY CORP.,Energy,97926086656,94.0,27.728613,24.351007,3.9072242,6.327201,17.05,3.36,0.0027290991514733976,0.11328,0.03591,0.6918,0.47501,0.22227,166.505,0.65,0.066,-0.085,3.73,0.00048000002,5.2,0.22365958690520094,0.5137635301033995,0.3079445400263131,0.33783870999273724
CJT.TO,CARGOJET INC.,Industrials,1236971520,82.9,33.836735,18.815294,1.6673036,1.2400717,8.609,,-0.07317265962598718,0.04769,0.03093,0.18697001,0.06832,0.03639,123.575,0.913,0.019,-0.906,1.86,0.023610001,13.07,0.5499333778222667,0.12033578863644223,0.13185406335391156,0.33686232443697484
H.TO,HYDRO ONE LIMITED,Utilities,34565529600,57.6,25.263157,24.19873,2.7314112,3.7243323,16.567,3.49,-0.040672744212777806,0.109230004,0.03691,0.36505002,0.23489,0.14783,147.794,0.536,0.1,0.088,2.45,0.47066003,6.32,0.30405946812866896,0.34088079676314975,0.4300526262524036,0.33584590686929744
CAE.TO,CAE INC,Industrials,11276056576,35.04,29.694918,28.240757,2.181139,2.318888,14.417,1.82,0.042953847627094414,0.07725,0.03743,0.2839,0.13617,0.0773,61.829,0.914,0.023,-0.359,,0.0017,4.81,0.3872447670449619,0.32667346774100586,0.1802145531828762,0.3349902802092644
BIP-UN.TO,BROOKFIELD INFRA PARTNERS LP UN,Utilities,24039997440,52.26,58.066666,28.308712,3.7663052,1.001291,11.741,,-0.0647774631376999,0.0673,0.03317,0.27040002,0.25186002,0.014040001,201.437,0.684,0.169,,4.74,4.0000003e-05,2.46,0.34547592036480923,0.20228585261265,0.6016597510373444,0.3337869712524338
ENB.TO,ENBRIDGE INC,Energy,166244794368,76.13,25.806778,24.099016,2.8592353,2.407635,16.682,5.71,-0.008604780519223,0.10127,0.03171,0.38861,0.14734,0.1,160.133,0.809,0.208,-0.262,5.1,0.00127,4.93,0.3131018619566378,0.29665364088022045,0.40548527476976015,0.32120249650186006
IMO.TO,IMPERIAL OIL,Energy,89590382592,185.26,31.45331,18.093794,3.9383502,1.911547,14.079,5.19,0.03929690658910497,0.12384,0.061950002,0.16709,0.09770001,0.0623,18.533,1.232,-0.004,-0.23,1.88,0.69606,6.41,0.33730123746692947,0.35502184412859794,0.17463313429814797,0.3191032343231962
WCN.TO,WASTE CONNECTIONS INC,Industrials,54718865408,215.36,38.320286,25.345396,4.8015857,5.694324,20.854,1.76,0.01932865106236963,0.13121,0.05472,0.42504,0.1875,0.10973,117.097,0.686,0.064,-0.076,0.88,0.0025600002,3.22,0.22942551295377808,0.44494299777524177,0.31562594879060824,0.3177866980168149
GEI.TO,GIBSON ENERGY INC,Energy,4987789312,28.92,32.49438,18.095358,5.076356,0.46630418,16.28,1.31,0.0027375855606308337,0.1513,0.039890002,0.03758,0.010369999,0.01368,281.883,1.166,0.003,,6.09,0.0037599998,4.73,0.4262462789996903,0.19834065313368146,0.19294605809128632,0.31148427681032664
SHOP.TO,SHOPIFY INC,Technology,178998493184,137.94,99.23741,43.35303,9.6963825,14.475052,80.742,2.41,0.007021008555128642,0.11311,0.0962,0.4797,0.1571,0.10771,1.432,6.196,0.343,,,0.00184,2.59,0.07484016667739864,0.4516489723461401,0.7676348547717843,0.310642451875616
ALA.TO,ALTAGAS LTD.,Energy,16565644288,53.17,32.42073,19.248241,1.8499705,1.3037655,16.749,,-0.015891322753482994,0.054920003,0.02623,0.26586,0.07179,0.040999997,107.502,0.878,0.0,-0.641,2.51,0.00624,4.63,0.4554428873317763,0.15319996311281717,0.11396619775326383,0.29843636041836374
BDT.TO,BIRD CONSTRUCTION INC.,Industrials,3232782336,58.35,64.833336,16.037445,7.4836473,0.9336337,42.964,,0.04796143503798209,0.114989996,0.016,0.10446999,-0.0043599997,0.01427,88.188,1.239,0.092,0.215,1.44,0.029509999,3.13,0.2963598042486931,0.21842111330128758,0.4745572310494889,0.29581087643722054
SES.TO,SECURE WASTE INFRASTRUCTURE COR,Industrials,4824792064,22.13,40.98148,19.769873,6.0746636,3.2688293,13.204,3.32,-0.01694373538084148,0.13706,0.06403,0.28388,0.14883,0.0813,151.351,1.368,0.011,0.0,1.9,0.01388,3.86,0.27625387570806675,0.33541976461366435,0.2683129237931383,0.29577079403778667
BDGI.TO,BADGER INFRASTRUCTURE SOLUTIONS,Industrials,2809563392,83.47,36.291306,21.323286,7.027101,3.258171,22.99,,0.006715367253760117,0.20846,0.06318,0.28601,0.06434,0.065910004,101.897,1.353,0.177,-0.733,0.92,0.0028600001,5.0,0.24378356133911688,0.34907090408179736,0.32656613703066495,0.29305151765278725
MDI.TO,MAJOR DRILLING GRP,Basic Materials,1320719360,16.08,89.33333,19.770573,2.42937,1.5668105,13.543,27.6,0.03584817292297434,0.02625,0.02244,0.15511,-0.07059,0.01684,6.529,2.71,0.149,,,0.00226,14.67,0.3171839710777333,0.14517988265264953,0.5560165975103735,0.29280743409384996
WTE.TO,WESTSHORE TERMINALS INVESTMENT ,Industrials,2449171456,39.65,24.937107,24.17683,3.313832,7.5824804,23.293,,-0.0984658478724325,0.12382,0.0292,0.3445,0.18499,0.28079998,59.65,0.872,-0.376,0.288,3.78,0.47647998,8.1,0.2435417639862084,0.35324088483129873,0.27695577370711466,0.2869485577401259
ARE.TO,AECON GROUP INC,Industrials,3473347072,50.73,92.23636,27.589846,3.2485912,0.6169331,23.846,5.9,0.04948497585674041,0.03568,0.01516,0.08043,-0.00269,0.00625,60.132,1.158,0.184,,1.52,0.0077899997,3.37,0.25919246174606797,0.15618263766411913,0.6348547717842323,0.27948836982311054
HPS-A.TO,"HAMMOND POWER SOLUTIONS INC., C",Industrials,4008268800,336.69,60.994564,29.405241,10.810056,4.167934,36.699,,0.006844538470074661,0.18749,0.10493,0.30009001,0.11043,0.0682,22.176,1.824,0.315,-0.255,0.33,0.052389998,1.95,0.130650984317651,0.4149779253265092,0.453567452686975,0.27860288392614996
TFII.TO,TFI INTERNATIONAL INC,Industrials,15935870976,193.9,39.330627,20.367355,4.2784233,2.025046,19.701,,0.03618819259195287,0.11257,0.04602,0.19894,0.044239998,0.03785,119.569,1.074,-0.008,-0.201,1.31,0.06339,3.53,0.30388822155488826,0.27884116609606807,0.17017508349357352,0.27506478143510393
MDA.TO,MDA SPACE LTD,Industrials,7237251072,52.16,65.2,31.861609,4.8624964,3.4482806,,,0.0,,,1.0,0.1223,0.02244,,,0.002,0.014,,0.02864,2.93,0.19151234567901235,0.38940329218106995,0.26061633437911147,0.27113977525974736
BB.TO,BLACKBERRY LIMITED,Technology,4981521920,8.5,70.833336,30.676296,4.8654537,9.072158,57.949,2.66,0.008784965860393122,0.07258,0.03252,0.76161003,0.17372,0.09689,30.134,2.119,0.101,,,0.0035499998,2.74,0.11030379655623322,0.39643058869638387,0.4854771784232365,0.26672418108533646
CCO.TO,CAMECO CORP,Energy,64454529024,147.99,99.32215,57.20106,9.123921,18.218477,71.994,1.92,0.00969332584475732,0.095979996,0.03568,0.36782002,0.18194,0.18389,14.311,3.078,0.071,0.875,0.16,0.00145,2.59,0.08464542654601133,0.3693847909534184,0.5493522922781094,0.2540102339484185
SIA.TO,SIENNA SENIOR LIVING INC,Healthcare,2353998080,22.18,46.208336,34.123077,2.7174714,2.2502503,21.641,24.62,-0.021210562754579648,0.06115,0.027590001,0.20196,0.08312,0.04338,165.069,0.598,0.176,-0.103,4.22,0.00095,5.52,0.23139598872055012,0.15741605284088944,0.4147353506730088,0.23300391545553767
POU.TO,PARAMOUNT RESOURCES LTD.,Energy,4661523968,32.06,80.15,47.14706,1.7065902,5.1996922,12.334,,-0.1122111591811513,0.01967,0.0055299997,0.49136,0.12874,0.05923,0.893,2.571,-0.198,-0.959,1.87,0.46346,8.9,0.30378967856745637,0.19150211524939195,0.02391458354417569,0.2225077671526417
KEY.TO,KEYERA CORP,Energy,13170536448,57.44,72.708855,18.474977,4.7636423,2.0597374,18.581,1.89,0.030923824675482194,0.06711,0.03237,0.17663999,-0.02947,0.02815,249.097,1.605,-0.261,,3.76,0.00311,10.74,0.2930270767843867,0.18438115987135595,0.024896265560165973,0.2147813841811928
IVN.TO,IVANHOE MINES LTD,Basic Materials,16773013504,11.76,98.00001,20.777239,2.0737915,31.639793,1042.139,,-0.019500907927010036,0.01946,-0.00458,0.20306998,-0.072620004,0.24864,21.705,2.328,1.149,-1.0,,0.4491,4.19,0.1616954732510288,0.16192320549619024,0.46924400364335594,0.20790745909568437
